"Language","ISO_code","Phoible_code","Meaning","Form","Trill","Dataset","Latitude","Longitude","Family","Branch","Area","Continent","Rough.M","rough","R_type","r","l","revision","Form_norm","Latitude_fixed","Longitude_fixed"
"Dutch","nld","nld","cracked","gebarsten","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",3.5,TRUE,"trill",TRUE,FALSE,NA,"gebarsten",52,5
"Dutch","nld","nld","ragged","haveloos","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",3.3,TRUE,"trill",FALSE,TRUE,NA,"haveloos",52,5
"Dutch","nld","nld","fibrous","vezelig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",2.3,TRUE,"trill",FALSE,TRUE,NA,"vezelig",52,5
"Dutch","nld","nld","silky","zijdeachtig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.9,FALSE,"trill",FALSE,FALSE,NA,"zijdeachtig",52,5
"Dutch","nld","nld","satiny","satijnachtige","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.3,FALSE,"trill",FALSE,FALSE,NA,"satijnachtige",52,5
"Dutch","nld","nld","grainy","korrelig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",3.9,TRUE,"trill",TRUE,TRUE,NA,"korrelig",52,5
"Dutch","nld","nld","rocky","rotsachtig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",4.8,TRUE,"trill",TRUE,FALSE,NA,"rotsachtig",52,5
"Dutch","nld","nld","hairy","harig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",0,TRUE,"trill",TRUE,FALSE,NA,"harig",52,5
"Dutch","nld","nld","woven","geweven","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",-0.2,FALSE,"trill",FALSE,FALSE,NA,"geweven",52,5
"Dutch","nld","nld","prickly","stekelig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",5.2,TRUE,"trill",FALSE,TRUE,NA,"stekelig",52,5
"Dutch","nld","nld","feathered","gevederde","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.6,FALSE,"trill",TRUE,FALSE,NA,"gevederde",52,5
"Dutch","nld","nld","thorny","netelig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",5.8,TRUE,"trill",FALSE,TRUE,NA,"netelig",52,5
"Dutch","nld","nld","glassy","glazig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.3,FALSE,"trill",FALSE,TRUE,NA,"glazig",52,5
"Dutch","nld","nld","waxy","wasachtig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",-3.6,FALSE,"trill",FALSE,FALSE,NA,"wasachtig",52,5
"Dutch","nld","nld","greasy","vettig","yes","Google",50.75,4.5,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.1,FALSE,"trill",FALSE,FALSE,NA,"vettig",52,5
"Norwegian","nob","nob","grooved","rillet","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",1.7,TRUE,"no trill",TRUE,TRUE,"other","rillet",59.55,10.45
"Norwegian","nob","nob","velvety","fløyelsmyk","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.3,FALSE,"no trill",FALSE,TRUE,"other","fløyelsmyk",59.55,10.45
"Norwegian","nob","nob","coated","belagt","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-2.8,FALSE,"no trill",FALSE,TRUE,"other","belagt",59.55,10.45
"Norwegian","nob","nob","ribbed","ribbet","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.4,TRUE,"no trill",TRUE,FALSE,"other","ribbet",59.55,10.45
"Norwegian","nob","nob","gnarled","knudrete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",4.4,TRUE,"no trill",TRUE,FALSE,"other","knudrete",59.55,10.45
"Norwegian","nob","nob","bony","benete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",2.5,TRUE,"no trill",FALSE,FALSE,"other","benete",59.55,10.45
"Norwegian","nob","nob","coarse","grov","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",5.4,TRUE,"no trill",TRUE,FALSE,"other","grov",59.55,10.45
"Norwegian","nob","nob","metallic","metallisk","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-1.9,FALSE,"no trill",FALSE,TRUE,"other","metallisk",59.55,10.45
"Norwegian","nob","nob","polished","polert","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.3,FALSE,"no trill",TRUE,TRUE,"other","polert",59.55,10.45
"Norwegian","nob","nob","fine","fint","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.2,FALSE,"no trill",FALSE,FALSE,"other","fint",59.55,10.45
"Norwegian","nob","nob","sequined","paljett","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.3,TRUE,"no trill",FALSE,TRUE,"other","paljett",59.55,10.45
"Norwegian","nob","nob","serrated","taggete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",4,TRUE,"no trill",FALSE,FALSE,"other","taggete",59.55,10.45
"Norwegian","nob","nob","bumpy","humpete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.3,TRUE,"no trill",FALSE,FALSE,"other","humpete",59.55,10.45
"Norwegian","nob","nob","matted","sammenfiltret","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",0.3,TRUE,"no trill",TRUE,TRUE,"other","sammenfiltret",59.55,10.45
"Norwegian","nob","nob","woolly","ullen","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",0,TRUE,"no trill",FALSE,TRUE,"other","ullen",59.55,10.45
"Norwegian","nob","nob","sandy","sand-","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.9,TRUE,"no trill",FALSE,FALSE,"other","sand-",59.55,10.45
"Norwegian","nob","nob","dented","bulket","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",2.4,TRUE,"no trill",FALSE,TRUE,"other","bulket",59.55,10.45
"Norwegian","nob","nob","scratchy","skrapete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",5,TRUE,"no trill",TRUE,FALSE,"other","skrapete",59.55,10.45
"Norwegian","nob","nob","gravelly","grusete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",4.1,TRUE,"no trill",TRUE,FALSE,"other","grusete",59.55,10.45
"Norwegian","nob","nob","ceramic","keramisk","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-2.5,FALSE,"no trill",TRUE,FALSE,"other","keramisk",59.55,10.45
"Norwegian","nob","nob","frayed","frynsete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-0.8,FALSE,"no trill",TRUE,FALSE,"other","frynsete",59.55,10.45
"Norwegian","nob","nob","bald","skallet","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.1,FALSE,"no trill",FALSE,TRUE,"other","skallet",59.55,10.45
"Norwegian","nob","nob","corroded","korrodert","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.5,TRUE,"no trill",TRUE,FALSE,"other","korrodert",59.55,10.45
"Norwegian","nob","nob","creamy","kremete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.8,FALSE,"no trill",TRUE,FALSE,"other","kremete",59.55,10.45
"Norwegian","nob","nob","etched","etset","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",2.8,TRUE,"no trill",FALSE,FALSE,"other","etset",59.55,10.45
"Norwegian","nob","nob","grimy","sotete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-1.2,FALSE,"no trill",FALSE,FALSE,"other","sotete",59.55,10.45
"Norwegian","nob","nob","oily","fet","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-6.2,FALSE,"no trill",FALSE,FALSE,"other","fet",59.55,10.45
"Norwegian","nob","nob","crumbly","smuldrete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.2,TRUE,"no trill",TRUE,TRUE,"other","smuldrete",59.55,10.45
"Norwegian","nob","nob","perforated","perforert","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",0.4,TRUE,"no trill",TRUE,FALSE,"other","perforert",59.55,10.45
"Norwegian","nob","nob","dusty","støvete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-0.8,FALSE,"no trill",FALSE,FALSE,"other","støvete",59.55,10.45
"Norwegian","nob","nob","cracked","sprakk","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.5,TRUE,"no trill",TRUE,FALSE,"other","sprakk",59.55,10.45
"Norwegian","nob","nob","ragged","fillete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.3,TRUE,"no trill",FALSE,TRUE,"other","fillete",59.55,10.45
"Norwegian","nob","nob","fibrous","fibrøs","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",2.3,TRUE,"no trill",TRUE,FALSE,"other","fibrøs",59.55,10.45
"Norwegian","nob","nob","smooth","glatt","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-6.9,FALSE,"no trill",FALSE,TRUE,"other","glatt",59.55,10.45
"Norwegian","nob","nob","grainy","kornete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.9,TRUE,"no trill",TRUE,FALSE,"other","kornete",59.55,10.45
"Norwegian","nob","nob","granular","granulær","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",3.5,TRUE,"no trill",TRUE,TRUE,"other","granulær",59.55,10.45
"Norwegian","nob","nob","rocky","steinete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",4.8,TRUE,"no trill",FALSE,FALSE,"other","steinete",59.55,10.45
"Norwegian","nob","nob","hairy","hårete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",0,TRUE,"no trill",TRUE,FALSE,"other","hårete",59.55,10.45
"Norwegian","nob","nob","prickly","stikk","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",5.2,TRUE,"no trill",FALSE,FALSE,"other","stikk",59.55,10.45
"Norwegian","nob","nob","blunt","sløv","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",0.5,TRUE,"no trill",FALSE,TRUE,"other","sløv",59.55,10.45
"Norwegian","nob","nob","thorny","tornete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",5.8,TRUE,"no trill",TRUE,FALSE,"other","tornete",59.55,10.45
"Norwegian","nob","nob","glassy","glassaktig","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-4.3,FALSE,"no trill",FALSE,TRUE,"other","glassaktig",59.55,10.45
"Norwegian","nob","nob","waxy","voksaktig","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-3.6,FALSE,"no trill",FALSE,FALSE,"other","voksaktig",59.55,10.45
"Norwegian","nob","nob","greasy","fettete","no","Google",59.55,10.45,"Indo-European","Germanic","Europe","W and SW Eurasia",-5.1,FALSE,"no trill",FALSE,FALSE,"other","fettete",59.55,10.45
"Polish","pol","pol","velvety","aksamitny","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-5.3,FALSE,"trill",FALSE,FALSE,"trilled","aksamitny",51.8439,18.6255
"Polish","pol","pol","ribbed","żebrowany","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",3.4,TRUE,"trill",TRUE,FALSE,"trilled","żebrowany",51.8439,18.6255
"Polish","pol","pol","gnarled","wykrzywiony","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",4.4,TRUE,"trill",TRUE,FALSE,"trilled","wykrzywiony",51.8439,18.6255
"Polish","pol","pol","lacy","koronkowy","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-1.4,FALSE,"trill",TRUE,FALSE,"trilled","koronkowy",51.8439,18.6255
"Polish","pol","pol","abrasive","ścierny","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",6.3,TRUE,"trill",TRUE,FALSE,"trilled","ścierny",51.8439,18.6255
"Polish","pol","pol","bony","kościsty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",2.5,TRUE,"trill",FALSE,FALSE,"trilled","kościsty",51.8439,18.6255
"Polish","pol","pol","slippery","śliski","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-6.2,FALSE,"trill",FALSE,TRUE,"trilled","śliski",51.8439,18.6255
"Polish","pol","pol","lumpy","grudkowaty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",2.9,TRUE,"trill",TRUE,FALSE,"trilled","grudkowaty",51.8439,18.6255
"Polish","pol","pol","knobby","guzowaty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",2.6,TRUE,"trill",FALSE,FALSE,"trilled","guzowaty",51.8439,18.6255
"Polish","pol","pol","coarse","zgrubny","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",5.4,TRUE,"trill",TRUE,FALSE,"trilled","zgrubny",51.8439,18.6255
"Polish","pol","pol","jagged","szczerbaty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",6.3,TRUE,"trill",TRUE,FALSE,"trilled","szczerbaty",51.8439,18.6255
"Polish","pol","pol","textured","teksturowane","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",0.8,TRUE,"trill",TRUE,FALSE,"trilled","teksturowane",51.8439,18.6255
"Polish","pol","pol","metallic","metaliczny","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-1.9,FALSE,"trill",FALSE,TRUE,"trilled","metaliczny",51.8439,18.6255
"Polish","pol","pol","shiny","błyszczący","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-4.2,FALSE,"trill",FALSE,FALSE,"trilled","błyszczący",51.8439,18.6255
"Polish","pol","pol","painted","namalowany","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-3,FALSE,"trill",FALSE,TRUE,"trilled","namalowany",51.8439,18.6255
"Polish","pol","pol","fine","w porządku","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-5.2,FALSE,"trill",TRUE,FALSE,"trilled","w porządku",51.8439,18.6255
"Polish","pol","pol","rippled","pluskoczący","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",3.1,TRUE,"trill",FALSE,TRUE,"trilled","pluskoczący",51.8439,18.6255
"Polish","pol","pol","matted","kołtunowaty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",0.3,TRUE,"trill",FALSE,FALSE,"trilled","kołtunowaty",51.8439,18.6255
"Polish","pol","pol","woolly","wełnisty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",0,TRUE,"trill",FALSE,FALSE,"trilled","wełnisty",51.8439,18.6255
"Polish","pol","pol","beaded","zroszony","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",3,TRUE,"trill",TRUE,FALSE,"trilled","zroszony",51.8439,18.6255
"Polish","pol","pol","crumpled","zmięty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",3.1,TRUE,"trill",FALSE,FALSE,"trilled","zmięty",51.8439,18.6255
"Polish","pol","pol","sandy","piaszczysty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",3.9,TRUE,"trill",FALSE,FALSE,"trilled","piaszczysty",51.8439,18.6255
"Polish","pol","pol","dented","wgnieciony","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",2.4,TRUE,"trill",FALSE,FALSE,"trilled","wgnieciony",51.8439,18.6255
"Polish","pol","pol","gravelly","żwirowy","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",4.1,TRUE,"trill",TRUE,FALSE,"trilled","żwirowy",51.8439,18.6255
"Polish","pol","pol","crusty","skorupiasty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",2.9,TRUE,"trill",TRUE,FALSE,"trilled","skorupiasty",51.8439,18.6255
"Polish","pol","pol","frayed","postrzępiony","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-0.8,FALSE,"trill",TRUE,FALSE,"trilled","postrzępiony",51.8439,18.6255
"Polish","pol","pol","gelatinous","galaretowaty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-4.2,FALSE,"trill",TRUE,TRUE,"trilled","galaretowaty",51.8439,18.6255
"Polish","pol","pol","bald","łysy","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-4.1,FALSE,"trill",FALSE,FALSE,"trilled","łysy",51.8439,18.6255
"Polish","pol","pol","corroded","skorodowane","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",3.5,TRUE,"trill",TRUE,FALSE,"trilled","skorodowane",51.8439,18.6255
"Polish","pol","pol","creamy","kremowy","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-4.8,FALSE,"trill",TRUE,FALSE,"trilled","kremowy",51.8439,18.6255
"Polish","pol","pol","chalky","kredowy","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-1.1,FALSE,"trill",TRUE,FALSE,"trilled","kredowy",51.8439,18.6255
"Polish","pol","pol","flat","mieszkanie","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-2.7,FALSE,"trill",FALSE,FALSE,"trilled","mieszkanie",51.8439,18.6255
"Polish","pol","pol","etched","wytrawiony","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",2.8,TRUE,"trill",TRUE,FALSE,"trilled","wytrawiony",51.8439,18.6255
"Polish","pol","pol","grimy","umorusany","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-1.2,FALSE,"trill",TRUE,FALSE,"trilled","umorusany",51.8439,18.6255
"Polish","pol","pol","slimy","śluzowaty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-5.2,FALSE,"trill",FALSE,TRUE,"trilled","śluzowaty",51.8439,18.6255
"Polish","pol","pol","harsh","szorstki","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",5.5,TRUE,"trill",TRUE,FALSE,"trilled","szorstki",51.8439,18.6255
"Polish","pol","pol","oily","oleisty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-6.2,FALSE,"trill",FALSE,TRUE,"trilled","oleisty",51.8439,18.6255
"Polish","pol","pol","lubricated","smarowane","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-6.2,FALSE,"trill",TRUE,FALSE,"trilled","smarowane",51.8439,18.6255
"Polish","pol","pol","perforated","perforowany","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",0.4,TRUE,"trill",TRUE,FALSE,"trilled","perforowany",51.8439,18.6255
"Polish","pol","pol","scaly","łuskowaty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",1.9,TRUE,"trill",FALSE,FALSE,"trilled","łuskowaty",51.8439,18.6255
"Polish","pol","pol","dusty","zakurzony","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-0.8,FALSE,"trill",TRUE,FALSE,"trilled","zakurzony",51.8439,18.6255
"Polish","pol","pol","crinkled","marszczone","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",2.4,TRUE,"trill",TRUE,FALSE,"trilled","marszczone",51.8439,18.6255
"Polish","pol","pol","rugged","chropowaty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",4,TRUE,"trill",TRUE,FALSE,"trilled","chropowaty",51.8439,18.6255
"Polish","pol","pol","ragged","obdarty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",3.3,TRUE,"trill",TRUE,FALSE,"trilled","obdarty",51.8439,18.6255
"Polish","pol","pol","crisp","chrupiący","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",2,TRUE,"trill",TRUE,FALSE,"trilled","chrupiący",51.8439,18.6255
"Polish","pol","pol","fibrous","włóknisty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",2.3,TRUE,"trill",FALSE,FALSE,"trilled","włóknisty",51.8439,18.6255
"Polish","pol","pol","silky","jedwabisty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-5.9,FALSE,"trill",FALSE,FALSE,"trilled","jedwabisty",51.8439,18.6255
"Polish","pol","pol","slick","przysiek","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-5.5,FALSE,"trill",TRUE,FALSE,"trilled","przysiek",51.8439,18.6255
"Polish","pol","pol","bristly","szczeciniasty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",4.4,TRUE,"trill",FALSE,FALSE,"trilled","szczeciniasty",51.8439,18.6255
"Polish","pol","pol","grainy","ziarnisty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",3.9,TRUE,"trill",TRUE,FALSE,"trilled","ziarnisty",51.8439,18.6255
"Polish","pol","pol","rocky","skalisty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",4.8,TRUE,"trill",FALSE,TRUE,"trilled","skalisty",51.8439,18.6255
"Polish","pol","pol","barbed","kolczasty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",6.3,TRUE,"trill",FALSE,TRUE,"trilled","kolczasty",51.8439,18.6255
"Polish","pol","pol","hairy","włochaty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",0,TRUE,"trill",FALSE,FALSE,"trilled","włochaty",51.8439,18.6255
"Polish","pol","pol","furry","futrzany","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-2.8,FALSE,"trill",TRUE,FALSE,"trilled","futrzany",51.8439,18.6255
"Polish","pol","pol","woven","tkane","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-0.2,FALSE,"trill",FALSE,FALSE,"trilled","tkane",51.8439,18.6255
"Polish","pol","pol","blunt","tępy","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",0.5,TRUE,"trill",FALSE,FALSE,"trilled","tępy",51.8439,18.6255
"Polish","pol","pol","glassy","szklisty","yes","Google",52,20,"Indo-European","Balto-Slavic","Europe","W and SW Eurasia",-4.3,FALSE,"trill",FALSE,TRUE,"trilled","szklisty",51.8439,18.6255
"Portuguese","por","por","grooved","ranhurado","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",1.7,TRUE,"no trill",TRUE,FALSE,"OUT","ranhurado",39.91,-8.1
"Portuguese","por","por","velvety","aveludado","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-5.3,FALSE,"no trill",FALSE,TRUE,"OUT","aveludado",39.91,-8.1
"Portuguese","por","por","coated","revestido","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-2.8,FALSE,"no trill",TRUE,FALSE,"OUT","revestido",39.91,-8.1
"Portuguese","por","por","ribbed","com nervuras","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",3.4,TRUE,"no trill",TRUE,FALSE,"OUT","com nervuras",39.91,-8.1
"Portuguese","por","por","bubbly","borbulhante","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-3.3,FALSE,"no trill",TRUE,TRUE,"OUT","borbulhante",39.91,-8.1
"Portuguese","por","por","lacy","rendado","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-1.4,FALSE,"no trill",TRUE,FALSE,"OUT","rendado",39.91,-8.1
"Portuguese","por","por","abrasive","abrasivo","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",6.3,TRUE,"no trill",TRUE,FALSE,"OUT","abrasivo",39.91,-8.1
"Portuguese","por","por","bony","ossudo","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",2.5,TRUE,"no trill",FALSE,FALSE,"OUT","ossudo",39.91,-8.1
"Portuguese","por","por","slippery","escorregadio","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-6.2,FALSE,"no trill",TRUE,FALSE,"OUT","escorregadio",39.91,-8.1
"Portuguese","por","por","lumpy","grumoso","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",2.9,TRUE,"no trill",TRUE,FALSE,"OUT","grumoso",39.91,-8.1
"Portuguese","por","por","textured","texturizado","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",0.8,TRUE,"no trill",TRUE,FALSE,"OUT","texturizado",39.91,-8.1
"Portuguese","por","por","wooden","de madeira","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",1.3,TRUE,"no trill",TRUE,FALSE,"OUT","de madeira",39.91,-8.1
"Portuguese","por","por","metallic","metálico","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-1.9,FALSE,"no trill",FALSE,TRUE,"OUT","metálico",39.91,-8.1
"Portuguese","por","por","polished","polido","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-5.3,FALSE,"no trill",FALSE,TRUE,"OUT","polido",39.91,-8.1
"Portuguese","por","por","painted","pintado","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-3,FALSE,"no trill",FALSE,FALSE,"OUT","pintado",39.91,-8.1
"Portuguese","por","por","serrated","serrilhada","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",4,TRUE,"no trill",TRUE,TRUE,"OUT","serrilhada",39.91,-8.1
"Portuguese","por","por","beaded","frisado","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",3,TRUE,"no trill",TRUE,FALSE,"OUT","frisado",39.91,-8.1
"Portuguese","por","por","sandy","arenoso","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",3.9,TRUE,"no trill",TRUE,FALSE,"OUT","arenoso",39.91,-8.1
"Portuguese","por","por","scratchy","arranhado","no","Google",39,-8,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",5,TRUE,"no trill",TRUE,FALSE,"OUT","arranhado",39.91,-8.1
