Language,ISO_code,Phoible_code,Meaning,Form,Trill,Dataset,Latitude,Longitude,Family,Branch,Area,Continent,Rough.M,rough,R_type,r,l,revision,Form_norm,Latitude_fixed,Longitude_fixed,CleanForm,CleanFormLength,CleanFormNorm,CleanFormNormLength
Macedonian,mkd,mkd,dusty,правливи,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-0.8000,False,trill,True,True,trilled,правливи,41.6700,21.7500,правливи,8,правливи,8
Macedonian,mkd,mkd,cracked,разбиена,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.5000,True,trill,True,False,trilled,разбиена,41.6700,21.7500,разбиена,8,разбиена,8
Macedonian,mkd,mkd,ragged,парталав,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.3000,True,trill,True,True,trilled,парталав,41.6700,21.7500,парталав,8,парталав,8
Macedonian,mkd,mkd,silky,свилен,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.9000,False,trill,False,True,trilled,свилен,41.6700,21.7500,свилен,6,свилен,6
Macedonian,mkd,mkd,smooth,мазна,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.9000,False,trill,False,False,trilled,мазна,41.6700,21.7500,мазна,5,мазна,5
Macedonian,mkd,mkd,grainy,зрнесто,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.9000,True,trill,True,False,trilled,зрнесто,41.6700,21.7500,зрнесто,7,зрнесто,7
Macedonian,mkd,mkd,granular,грануларен,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.5000,True,trill,True,True,trilled,грануларен,41.6700,21.7500,грануларен,10,грануларен,10
Macedonian,mkd,mkd,rocky,карпести,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4.8000,True,trill,True,False,trilled,карпести,41.6700,21.7500,карпести,8,карпести,8
Macedonian,mkd,mkd,barbed,бодликава,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,6.3000,True,trill,False,True,trilled,бодликава,41.6700,21.7500,бодликава,9,бодликава,9
Macedonian,mkd,mkd,hairy,влакнести,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0.0000,True,trill,False,True,trilled,влакнести,41.6700,21.7500,влакнести,9,влакнести,9
Macedonian,mkd,mkd,woven,ткаени,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-0.2000,False,trill,False,False,trilled,ткаени,41.6700,21.7500,ткаени,6,ткаени,6
Macedonian,mkd,mkd,prickly,бодлив,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,5.2000,True,trill,False,True,trilled,бодлив,41.6700,21.7500,бодлив,6,бодлив,6
Macedonian,mkd,mkd,feathered,пернат,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.6000,False,trill,True,False,trilled,пернат,41.6700,21.7500,пернат,6,пернат,6
Macedonian,mkd,mkd,waxy,восочни,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-3.6000,False,trill,False,False,trilled,восочни,41.6700,21.7500,восочни,7,восочни,7
Macedonian,mkd,mkd,greasy,мрсна,yes,Google,41.6700,21.7500,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.1000,False,trill,True,False,trilled,мрсна,41.6700,21.7500,мрсна,5,мрсна,5
Mongolian,mon,khk,slippery,гулгамтгай,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-6.2000,False,trill,False,True,trilled,гулгамтгай,49.0000,117.0000,гулгамтгай,10,гулгамтгай,10
Mongolian,mon,khk,rough,барзгар,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,6.2000,True,trill,True,False,trilled,барзгар,49.0000,117.0000,барзгар,7,барзгар,7
Mongolian,mon,khk,coarse,бүдүүн,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,5.4000,True,trill,False,False,trilled,бүдүүн,49.0000,117.0000,бүдүн,5,бүдүн,5
Mongolian,mon,khk,shiny,гялалзсан,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-4.2000,False,trill,False,True,trilled,гялалзсан,49.0000,117.0000,гялалзсан,9,гялалзсан,9
Mongolian,mon,khk,polished,өнгөлсөн,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-5.3000,False,trill,False,True,trilled,өнгөлсөн,49.0000,117.0000,өнгөлсөн,8,өнгөлсөн,8
Mongolian,mon,khk,painted,будсан,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-3.0000,False,trill,False,False,trilled,будсан,49.0000,117.0000,будсан,6,будсан,6
Mongolian,mon,khk,crumpled,үрчгэр,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,3.1000,True,trill,True,False,trilled,үрчгэр,49.0000,117.0000,үрчгэр,6,үрчгэр,6
Mongolian,mon,khk,sandy,элсэрхэг,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,3.9000,True,trill,True,True,trilled,элсэрхэг,49.0000,117.0000,элсэрхэг,8,элсэрхэг,8
Mongolian,mon,khk,ceramic,керамик,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-2.5000,False,trill,True,False,trilled,керамик,49.0000,117.0000,керамик,7,керамик,7
Mongolian,mon,khk,bald,халзан,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-4.1000,False,trill,False,True,trilled,халзан,49.0000,117.0000,халзан,6,халзан,6
Mongolian,mon,khk,flat,хавтгай,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-2.7000,False,trill,False,False,trilled,хавтгай,49.0000,117.0000,хавтгай,7,хавтгай,7
Mongolian,mon,khk,perforated,цоолсон,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,0.4000,True,trill,False,True,trilled,цоолсон,49.0000,117.0000,цолсон,6,цолсон,6
Mongolian,mon,khk,dusty,тоостой,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-0.8000,False,trill,False,False,trilled,тоостой,49.0000,117.0000,тостой,6,тостой,6
Mongolian,mon,khk,cracked,хагарсан,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,3.5000,True,trill,True,False,trilled,хагарсан,49.0000,117.0000,хагарсан,8,хагарсан,8
Mongolian,mon,khk,silky,торгомсог,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-5.9000,False,trill,True,False,trilled,торгомсог,49.0000,117.0000,торгомсог,9,торгомсог,9
Mongolian,mon,khk,smooth,гөлгөр,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-6.9000,False,trill,True,True,trilled,гөлгөр,49.0000,117.0000,гөлгөр,6,гөлгөр,6
Mongolian,mon,khk,granular,мөхлөг,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,3.5000,True,trill,False,True,trilled,мөхлөг,49.0000,117.0000,мөхлөг,6,мөхлөг,6
Mongolian,mon,khk,hairy,үсэрхэг,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,0.0000,True,trill,True,False,trilled,үсэрхэг,49.0000,117.0000,үсэрхэг,7,үсэрхэг,7
Mongolian,mon,khk,greasy,тослог,yes,Google,49.0000,117.0000,Mongolic,NA,Inner Asia,N-C Asia,-5.1000,False,trill,False,True,trilled,тослог,49.0000,117.0000,тослог,6,тослог,6
Malay,mly,zsm,grooved,beralur,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,1.7000,True,trill,True,True,trilled,beralur,3.0000,102.0000,beralur,7,beralur,7
Malay,mly,zsm,coated,bersalut,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-2.8000,False,trill,True,True,trilled,bersalut,3.0000,102.0000,bersalut,8,bersalut,8
Malay,mly,zsm,rough,kasar,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,6.2000,True,trill,True,False,trilled,kasar,3.0000,102.0000,kasar,5,kasar,5
Malay,mly,zsm,jagged,bergerigi,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,6.3000,True,trill,True,False,trilled,bergerigi,3.0000,102.0000,bergerigi,9,bergerigi,9
Malay,mly,zsm,textured,bertekstur,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,0.8000,True,trill,True,False,trilled,bertekstur,3.0000,102.0000,bertekstur,10,bertekstur,10
Malay,mly,zsm,shiny,berkilat,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-4.2000,False,trill,True,True,trilled,berkilat,3.0000,102.0000,berkilat,8,berkilat,8
Malay,mly,zsm,polished,digilap,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-5.3000,False,trill,False,True,trilled,digilap,3.0000,102.0000,digilap,7,digilap,7
Malay,mly,zsm,painted,dicat,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-3.0000,False,trill,False,False,trilled,dicat,3.0000,102.0000,dicat,5,dicat,5
Malay,mly,zsm,fine,denda,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-5.2000,False,trill,False,False,trilled,denda,3.0000,102.0000,denda,5,denda,5
Malay,mly,zsm,sandy,berpasir,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,3.9000,True,trill,True,False,trilled,berpasir,3.0000,102.0000,berpasir,8,berpasir,8
Malay,mly,zsm,icy,berais,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-4.3000,False,trill,True,False,trilled,berais,3.0000,102.0000,berais,6,berais,6
Malay,mly,zsm,ceramic,seramik,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-2.5000,False,trill,True,False,trilled,seramik,3.0000,102.0000,seramik,7,seramik,7
Malay,mly,zsm,bald,botak,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-4.1000,False,trill,False,False,trilled,botak,3.0000,102.0000,botak,5,botak,5
Malay,mly,zsm,creamy,berkrim,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-4.8000,False,trill,True,False,trilled,berkrim,3.0000,102.0000,berkrim,7,berkrim,7
Malay,mly,zsm,slimy,berlendir,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-5.2000,False,trill,True,True,trilled,berlendir,3.0000,102.0000,berlendir,9,berlendir,9
Malay,mly,zsm,oily,berminyak,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-6.2000,False,trill,True,False,trilled,berminyak,3.0000,102.0000,berminyak,9,berminyak,9
Malay,mly,zsm,lubricated,dilincirkan,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-6.2000,False,trill,True,True,trilled,dilincirkan,3.0000,102.0000,dilincirkan,11,dilincirkan,11
Malay,mly,zsm,perforated,berlubang,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,0.4000,True,trill,True,True,trilled,berlubang,3.0000,102.0000,berlubang,9,berlubang,9
Malay,mly,zsm,dusty,berdebu,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-0.8000,False,trill,True,False,trilled,berdebu,3.0000,102.0000,berdebu,7,berdebu,7
Malay,mly,zsm,cracked,retak,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,3.5000,True,trill,True,False,trilled,retak,3.0000,102.0000,retak,5,retak,5
Malay,mly,zsm,fibrous,berserabut,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,2.3000,True,trill,True,False,trilled,berserabut,3.0000,102.0000,berserabut,10,berserabut,10
Malay,mly,zsm,smooth,licin,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,-6.9000,False,trill,False,True,trilled,licin,3.0000,102.0000,licin,5,licin,5
Malay,mly,zsm,granular,berbutir,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,3.5000,True,trill,True,False,trilled,berbutir,3.0000,102.0000,berbutir,8,berbutir,8
Malay,mly,zsm,rocky,berbatu,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,4.8000,True,trill,True,False,trilled,berbatu,3.0000,102.0000,berbatu,7,berbatu,7
Malay,mly,zsm,hairy,berbulu,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,0.0000,True,trill,True,True,trilled,berbulu,3.0000,102.0000,berbulu,7,berbulu,7
Malay,mly,zsm,blunt,tumpul,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,0.5000,True,trill,False,True,trilled,tumpul,3.0000,102.0000,tumpul,6,tumpul,6
Malay,mly,zsm,thorny,berduri,yes,Google,3.0000,102.0000,Austronesian,Malayo-Polynesian,Southeast Asia,S/SE Asia,5.8000,True,trill,True,False,trilled,berduri,3.0000,102.0000,berduri,7,berduri,7
Maltese,mlt,mlt,velvety,bellusin,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-5.3000,False,trill,False,True,trilled,bellusin,35.9200,14.4200,belusin,7,belusin,7
Maltese,mlt,mlt,coated,miksija,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-2.8000,False,trill,False,False,trilled,miksija,35.9200,14.4200,miksija,7,miksija,7
Maltese,mlt,mlt,ribbed,irrigat,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,3.4000,True,trill,True,False,trilled,irrigat,35.9200,14.4200,irigat,6,irigat,6
Maltese,mlt,mlt,abrasive,li joborxu,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,6.3000,True,trill,True,True,trilled,li joborxu,35.9200,14.4200,lijoborxu,9,lijoborxu,9
Maltese,mlt,mlt,slippery,tiżloq,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-6.2000,False,trill,False,True,trilled,tiżloq,35.9200,14.4200,tiżloq,6,tiżloq,6
Maltese,mlt,mlt,rough,mhux maħduma,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,6.2000,True,trill,False,False,trilled,mhux maħduma,35.9200,14.4200,mhuxmaħduma,11,mhuxmaħduma,11
Maltese,mlt,mlt,metallic,metalliku,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-1.9000,False,trill,False,True,trilled,metalliku,35.9200,14.4200,metaliku,8,metaliku,8
Maltese,mlt,mlt,shiny,tleqq,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-4.2000,False,trill,False,True,trilled,tleqq,35.9200,14.4200,tleq,4,tleq,4
Maltese,mlt,mlt,polished,illustrat,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-5.3000,False,trill,True,True,trilled,illustrat,35.9200,14.4200,ilustrat,8,ilustrat,8
Maltese,mlt,mlt,painted,miżbugħa,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-3.0000,False,trill,False,False,trilled,miżbugħa,35.9200,14.4200,miżbugħa,8,miżbugħa,8
Maltese,mlt,mlt,fine,multa,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-5.2000,False,trill,False,True,trilled,multa,35.9200,14.4200,multa,5,multa,5
Maltese,mlt,mlt,beaded,biż-żibeġ,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,3.0000,True,trill,False,False,trilled,biż-żibeġ,35.9200,14.4200,biżibeġ,7,biżibeġ,7
Maltese,mlt,mlt,sandy,ramlija,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,3.9000,True,trill,True,True,trilled,ramlija,35.9200,14.4200,ramlija,7,ramlija,7
Maltese,mlt,mlt,firm,ditta,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,4.2000,True,trill,False,False,trilled,ditta,35.9200,14.4200,dita,4,dita,4
Maltese,mlt,mlt,ceramic,ċeramika,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-2.5000,False,trill,True,False,trilled,ċeramika,35.9200,14.4200,ċeramika,8,ċeramika,8
Maltese,mlt,mlt,gelatinous,ġelatinuż,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-4.2000,False,trill,False,True,trilled,ġelatinuż,35.9200,14.4200,ġelatinuż,9,ġelatinuż,9
Maltese,mlt,mlt,bald,qargħi,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-4.1000,False,trill,True,False,trilled,qargħi,35.9200,14.4200,qargħi,6,qargħi,6
Maltese,mlt,mlt,corroded,imsadda,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,3.5000,True,trill,False,False,trilled,imsadda,35.9200,14.4200,imsada,6,imsada,6
Maltese,mlt,mlt,varnished,verniċjat,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-3.7000,False,trill,True,False,trilled,verniċjat,35.9200,14.4200,verniċjat,9,verniċjat,9
Maltese,mlt,mlt,flat,ċatt,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-2.7000,False,trill,False,False,trilled,ċatt,35.9200,14.4200,ċat,3,ċat,3
Maltese,mlt,mlt,etched,nċiżi,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,2.8000,True,trill,False,False,trilled,nċiżi,35.9200,14.4200,nċiżi,5,nċiżi,5
Maltese,mlt,mlt,harsh,ħarxa,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,5.5000,True,trill,True,False,trilled,ħarxa,35.9200,14.4200,ħarxa,5,ħarxa,5
Maltese,mlt,mlt,oily,żejtnija,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-6.2000,False,trill,False,False,trilled,żejtnija,35.9200,14.4200,żejtnija,8,żejtnija,8
Maltese,mlt,mlt,lubricated,illubrikat,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-6.2000,False,trill,True,True,trilled,illubrikat,35.9200,14.4200,ilubrikat,9,ilubrikat,9
Maltese,mlt,mlt,rugged,imħatteb,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,4.0000,True,trill,False,False,trilled,imħatteb,35.9200,14.4200,imħateb,7,imħateb,7
Maltese,mlt,mlt,crisp,iqarmeċ,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,2.0000,True,trill,True,False,trilled,iqarmeċ,35.9200,14.4200,iqarmeċ,7,iqarmeċ,7
Maltese,mlt,mlt,fibrous,fibruż,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,2.3000,True,trill,True,False,trilled,fibruż,35.9200,14.4200,fibruż,6,fibruż,6
Maltese,mlt,mlt,smooth,bla xkiel,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-6.9000,False,trill,False,True,trilled,bla xkiel,35.9200,14.4200,blaxkiel,8,blaxkiel,8
Maltese,mlt,mlt,slick,roqgħa,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-5.5000,False,trill,True,False,trilled,roqgħa,35.9200,14.4200,roqgħa,6,roqgħa,6
Maltese,mlt,mlt,woven,minsuġa,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-0.2000,False,trill,False,False,trilled,minsuġa,35.9200,14.4200,minsuġa,7,minsuġa,7
Maltese,mlt,mlt,greasy,żejtni,yes,Google,35.9200,14.4200,Semitic,West Semitic,Europe,W and SW Eurasia,-5.1000,False,trill,False,False,trilled,żejtni,35.9200,14.4200,żejtni,6,żejtni,6
Dutch,nld,nld,grooved,gegroefde,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,1.7000,True,trill,True,False,NA,gegroefde,52.0000,5.0000,gegroefde,9,gegroefde,9
Dutch,nld,nld,velvety,fluweelachtig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-5.3000,False,trill,False,True,NA,fluweelachtig,52.0000,5.0000,fluwelachtig,12,fluwelachtig,12
Dutch,nld,nld,ribbed,geribd,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,3.4000,True,trill,True,False,NA,geribd,52.0000,5.0000,geribd,6,geribd,6
Dutch,nld,nld,stubbly,stoppelig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,5.0000,True,trill,False,True,NA,stoppelig,52.0000,5.0000,stopelig,8,stopelig,8
Dutch,nld,nld,gnarled,knoestig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,4.4000,True,trill,False,False,NA,knoestig,52.0000,5.0000,knoestig,8,knoestig,8
Dutch,nld,nld,abrasive,schurende,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,6.3000,True,trill,True,False,NA,schurende,52.0000,5.0000,schurende,9,schurende,9
Dutch,nld,nld,bony,benig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,2.5000,True,trill,False,False,NA,benig,52.0000,5.0000,benig,5,benig,5
Dutch,nld,nld,slippery,glad,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-6.2000,False,trill,False,True,NA,glad,52.0000,5.0000,glad,4,glad,4
Dutch,nld,nld,lumpy,klonterige,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,2.9000,True,trill,True,True,NA,klonterige,52.0000,5.0000,klonterige,10,klonterige,10
Dutch,nld,nld,knobby,knobbelig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,2.6000,True,trill,False,True,NA,knobbelig,52.0000,5.0000,knobelig,8,knobelig,8
Dutch,nld,nld,rough,ruw,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,6.2000,True,trill,True,False,NA,ruw,52.0000,5.0000,ruw,3,ruw,3
Dutch,nld,nld,textured,getextureerde,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,0.8000,True,trill,True,False,NA,getextureerde,52.0000,5.0000,getexturerde,12,getexturerde,12
Dutch,nld,nld,wooden,houten,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,1.3000,True,trill,False,False,NA,houten,52.0000,5.0000,houten,6,houten,6
Dutch,nld,nld,shiny,glimmend,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-4.2000,False,trill,False,True,NA,glimmend,52.0000,5.0000,glimend,7,glimend,7
Dutch,nld,nld,polished,gepolijst,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-5.3000,False,trill,False,True,NA,gepolijst,52.0000,5.0000,gepolijst,9,gepolijst,9
Dutch,nld,nld,painted,geschilderd,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-3.0000,False,trill,True,True,NA,geschilderd,52.0000,5.0000,geschilderd,11,geschilderd,11
Dutch,nld,nld,rippled,golfde,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,3.1000,True,trill,False,True,NA,golfde,52.0000,5.0000,golfde,6,golfde,6
Dutch,nld,nld,bumpy,hobbelig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,3.3000,True,trill,False,True,NA,hobbelig,52.0000,5.0000,hobelig,7,hobelig,7
Dutch,nld,nld,woolly,wollig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,0.0000,True,trill,False,True,NA,wollig,52.0000,5.0000,wolig,5,wolig,5
Dutch,nld,nld,crumpled,verfrommeld,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,3.1000,True,trill,True,True,NA,verfrommeld,52.0000,5.0000,verfromeld,10,verfromeld,10
Dutch,nld,nld,sandy,zanderig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,3.9000,True,trill,True,False,NA,zanderig,52.0000,5.0000,zanderig,8,zanderig,8
Dutch,nld,nld,dented,gedeukt,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,2.4000,True,trill,False,False,NA,gedeukt,52.0000,5.0000,gedeukt,7,gedeukt,7
Dutch,nld,nld,icy,ijzig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-4.3000,False,trill,False,False,NA,ijzig,52.0000,5.0000,ijzig,5,ijzig,5
Dutch,nld,nld,scratchy,krassend,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,5.0000,True,trill,True,False,NA,krassend,52.0000,5.0000,krasend,7,krasend,7
Dutch,nld,nld,ceramic,keramisch,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-2.5000,False,trill,True,False,NA,keramisch,52.0000,5.0000,keramisch,9,keramisch,9
Dutch,nld,nld,crusty,korstig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,2.9000,True,trill,True,False,NA,korstig,52.0000,5.0000,korstig,7,korstig,7
Dutch,nld,nld,frayed,rafelig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-0.8000,False,trill,True,True,NA,rafelig,52.0000,5.0000,rafelig,7,rafelig,7
Dutch,nld,nld,gelatinous,gelatineachtig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-4.2000,False,trill,False,True,NA,gelatineachtig,52.0000,5.0000,gelatineachtig,14,gelatineachtig,14
Dutch,nld,nld,bald,kaal,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-4.1000,False,trill,False,True,NA,kaal,52.0000,5.0000,kal,3,kal,3
Dutch,nld,nld,corroded,gecorrodeerd,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,3.5000,True,trill,True,False,NA,gecorrodeerd,52.0000,5.0000,gecoroderd,10,gecoroderd,10
Dutch,nld,nld,creamy,romig,yes,Google,50.7500,4.5000,Indo-European,Germanic,Europe,W and SW Eurasia,-4.8000,False,trill,True,False,NA,romig,52.0000,5.0000,romig,5,romig,5
